ticket_id,customer_id,product_id,issue_type,status,priority,created_at,resolved_at
TKT-000532,CUST-00833,PROD-008,Transaction Dispute,Resolved,Low,2025-12-24T00:20:07.342857+00:00,2025-12-31T00:20:07.342857+00:00
TKT-000533,CUST-00118,PROD-003,Card Replacement,Resolved,High,2025-09-19T10:04:00.450596+00:00,2025-10-02T10:04:00.450596+00:00
TKT-000534,CUST-00810,PROD-009,Transaction Dispute,Open,Medium,2025-06-28T07:20:37.901905+00:00,
TKT-000535,CUST-00426,PROD-006,Account Inquiry,Closed,Medium,2026-03-11T16:45:30.125965+00:00,2026-03-12T16:45:30.125965+00:00
TKT-000536,CUST-00896,PROD-007,Login Issue,Resolved,High,2025-10-19T12:33:20.219747+00:00,2025-10-24T12:33:20.219747+00:00
TKT-000537,CUST-00190,PROD-004,Transaction Dispute,Open,Low,2025-04-08T22:13:03.059752+00:00,
TKT-000538,CUST-00597,PROD-003,Transaction Dispute,In Progress,High,2025-04-13T00:34:00.962418+00:00,
TKT-000539,CUST-00375,PROD-001,Card Replacement,Closed,Low,2025-06-14T01:37:10.955648+00:00,2025-06-15T01:37:10.955648+00:00
TKT-000540,CUST-00647,PROD-001,Fee Dispute,Closed,Critical,2025-09-23T01:07:14.338283+00:00,2025-09-26T01:07:14.338283+00:00
TKT-000541,CUST-00062,PROD-010,Transaction Dispute,Closed,Critical,2025-07-23T09:58:06.514642+00:00,2025-07-24T09:58:06.514642+00:00
TKT-000542,CUST-00185,PROD-002,Transaction Dispute,Resolved,Medium,2025-12-01T01:58:41.357887+00:00,2025-12-03T01:58:41.357887+00:00
TKT-000543,CUST-00616,PROD-007,Account Inquiry,Closed,High,2025-04-19T12:42:58.041427+00:00,2025-04-27T12:42:58.041427+00:00
TKT-000544,CUST-00128,PROD-004,Fee Dispute,Resolved,Medium,2025-04-10T10:29:05.783151+00:00,2025-04-14T10:29:05.783151+00:00
TKT-000545,CUST-00473,PROD-010,Card Replacement,Resolved,High,2025-09-08T02:38:55.565139+00:00,2025-09-16T02:38:55.565139+00:00
TKT-000546,CUST-00689,PROD-001,Card Replacement,Resolved,High,2026-03-20T09:32:33.142582+00:00,2026-03-27T09:32:33.142582+00:00
TKT-000547,CUST-00453,PROD-001,Transaction Dispute,Closed,Medium,2025-04-17T03:58:53.595472+00:00,2025-04-26T03:58:53.595472+00:00
TKT-000548,CUST-00734,PROD-005,Fee Dispute,Resolved,Critical,2026-03-24T20:17:44.926636+00:00,2026-03-28T20:17:44.926636+00:00
TKT-000549,CUST-00999,PROD-002,Card Replacement,Closed,Critical,2025-10-06T20:46:28.514683+00:00,2025-10-08T20:46:28.514683+00:00
TKT-000550,CUST-00832,PROD-008,Card Replacement,Closed,Medium,2025-12-31T08:25:09.375511+00:00,2026-01-12T08:25:09.375511+00:00
TKT-000551,CUST-00193,PROD-001,Transaction Dispute,Resolved,High,2025-06-15T03:11:31.078639+00:00,2025-06-24T03:11:31.078639+00:00
TKT-000552,CUST-00128,PROD-007,Card Replacement,Closed,Low,2025-12-29T08:52:47.062147+00:00,2026-01-01T08:52:47.062147+00:00
TKT-000553,CUST-00710,PROD-003,Account Inquiry,Closed,Critical,2025-04-09T13:21:15.755632+00:00,2025-04-16T13:21:15.755632+00:00
TKT-000554,CUST-00831,PROD-010,Login Issue,In Progress,Critical,2025-07-12T12:34:44.288007+00:00,
TKT-000555,CUST-00090,PROD-009,Card Replacement,Closed,Low,2026-04-02T08:09:02.932256+00:00,2026-04-08T08:09:02.932256+00:00
TKT-000556,CUST-00687,PROD-002,Transaction Dispute,Closed,Medium,2025-08-31T06:52:01.536139+00:00,2025-09-06T06:52:01.536139+00:00
TKT-000557,CUST-00316,PROD-005,Transaction Dispute,Resolved,Low,2026-03-25T23:53:46.453821+00:00,2026-04-08T23:53:46.453821+00:00
TKT-000558,CUST-00578,PROD-001,Transaction Dispute,Resolved,High,2025-11-09T22:00:57.829923+00:00,2025-11-23T22:00:57.829923+00:00
TKT-000559,CUST-00053,PROD-006,Transaction Dispute,Closed,Low,2025-08-26T13:59:06.054344+00:00,2025-08-30T13:59:06.054344+00:00
TKT-000560,CUST-00528,PROD-001,Fee Dispute,Closed,Medium,2026-01-05T04:26:46.364739+00:00,2026-01-15T04:26:46.364739+00:00
TKT-000561,CUST-00020,PROD-006,Card Replacement,Resolved,High,2025-08-06T11:38:31.898977+00:00,2025-08-20T11:38:31.898977+00:00
TKT-000562,CUST-00374,PROD-007,Transaction Dispute,Closed,High,2025-04-20T23:39:04.714180+00:00,2025-04-30T23:39:04.714180+00:00
TKT-000563,CUST-00708,PROD-008,Login Issue,Resolved,Critical,2025-05-31T01:47:53.357568+00:00,2025-06-08T01:47:53.357568+00:00
TKT-000564,CUST-00014,PROD-010,Transaction Dispute,Resolved,Critical,2026-01-09T14:32:18.941926+00:00,2026-01-11T14:32:18.941926+00:00
TKT-000565,CUST-00215,PROD-007,Login Issue,Closed,Low,2025-05-26T09:12:34.030311+00:00,2025-06-06T09:12:34.030311+00:00
TKT-000566,CUST-00246,PROD-003,Transaction Dispute,Closed,Low,2025-04-20T20:17:53.091028+00:00,2025-04-23T20:17:53.091028+00:00
TKT-000567,CUST-00727,PROD-003,Card Replacement,Resolved,High,2025-06-11T10:03:06.820489+00:00,2025-06-20T10:03:06.820489+00:00
TKT-000568,CUST-00922,PROD-005,Login Issue,Closed,Medium,2025-12-14T05:19:20.685309+00:00,2025-12-22T05:19:20.685309+00:00
TKT-000569,CUST-00243,PROD-006,Login Issue,Closed,High,2026-03-07T05:48:46.021018+00:00,2026-03-21T05:48:46.021018+00:00
TKT-000570,CUST-00066,PROD-007,Login Issue,Resolved,High,2026-01-24T08:29:30.706702+00:00,2026-01-31T08:29:30.706702+00:00
TKT-000571,CUST-00088,PROD-008,Login Issue,Closed,High,2025-06-09T10:02:52.931982+00:00,2025-06-10T10:02:52.931982+00:00
TKT-000572,CUST-00218,PROD-007,Fee Dispute,Open,Low,2026-02-14T08:24:13.436461+00:00,
TKT-000573,CUST-00812,PROD-009,Fee Dispute,Closed,Low,2026-01-10T19:31:46.106727+00:00,2026-01-12T19:31:46.106727+00:00
TKT-000574,CUST-00377,PROD-007,Fee Dispute,Resolved,High,2025-08-20T11:28:04.483069+00:00,2025-08-24T11:28:04.483069+00:00
TKT-000575,CUST-00866,PROD-005,Fee Dispute,Closed,Medium,2025-11-24T02:49:04.270443+00:00,2025-12-03T02:49:04.270443+00:00
TKT-000576,CUST-00153,PROD-010,Account Inquiry,Closed,Medium,2026-01-16T10:01:57.890188+00:00,2026-01-29T10:01:57.890188+00:00
TKT-000577,CUST-00178,PROD-006,Card Replacement,Closed,High,2025-07-06T10:38:34.990577+00:00,2025-07-18T10:38:34.990577+00:00
TKT-000578,CUST-00314,PROD-006,Account Inquiry,Closed,Medium,2025-06-23T05:38:03.978405+00:00,2025-06-24T05:38:03.978405+00:00
TKT-000579,CUST-00087,PROD-010,Account Inquiry,Resolved,Critical,2025-09-20T12:58:39.543658+00:00,2025-09-25T12:58:39.543658+00:00
TKT-000580,CUST-00881,PROD-006,Account Inquiry,Resolved,Critical,2026-01-31T08:47:40.103276+00:00,2026-02-11T08:47:40.103276+00:00
TKT-000581,CUST-00839,PROD-004,Login Issue,Closed,Low,2025-09-11T02:34:41.100272+00:00,2025-09-14T02:34:41.100272+00:00
TKT-000582,CUST-00142,PROD-002,Account Inquiry,Closed,Low,2025-11-08T20:16:26.883469+00:00,2025-11-16T20:16:26.883469+00:00
TKT-000583,CUST-00184,PROD-004,Account Inquiry,Closed,Medium,2025-12-23T08:21:14.778972+00:00,2025-12-24T08:21:14.778972+00:00
TKT-000584,CUST-00644,PROD-010,Fee Dispute,Resolved,Critical,2025-08-30T04:50:25.848361+00:00,2025-09-05T04:50:25.848361+00:00
TKT-000585,CUST-00554,PROD-005,Login Issue,In Progress,Low,2025-10-16T11:06:40.505616+00:00,
TKT-000586,CUST-00247,PROD-002,Login Issue,Open,Low,2025-08-11T02:32:30.923776+00:00,
TKT-000587,CUST-00949,PROD-009,Card Replacement,Resolved,Critical,2025-05-16T03:58:41.425565+00:00,2025-05-22T03:58:41.425565+00:00
TKT-000588,CUST-00192,PROD-004,Fee Dispute,Resolved,Critical,2025-07-17T17:02:53.312592+00:00,2025-07-25T17:02:53.312592+00:00
TKT-000589,CUST-00594,PROD-005,Account Inquiry,In Progress,Low,2025-05-08T20:03:31.403427+00:00,
TKT-000590,CUST-00801,PROD-008,Account Inquiry,In Progress,Medium,2026-03-21T16:59:16.625633+00:00,
TKT-000591,CUST-00849,PROD-008,Card Replacement,In Progress,Medium,2025-11-28T02:48:14.559126+00:00,
TKT-000592,CUST-00645,PROD-001,Fee Dispute,Closed,Medium,2025-07-23T17:43:03.274118+00:00,2025-07-27T17:43:03.274118+00:00
TKT-000593,CUST-00862,PROD-004,Fee Dispute,Open,Critical,2025-08-16T17:56:46.799272+00:00,
TKT-000594,CUST-00759,PROD-002,Fee Dispute,Closed,Critical,2025-05-21T09:51:39.573263+00:00,2025-06-03T09:51:39.573263+00:00
TKT-000595,CUST-00008,PROD-006,Card Replacement,Resolved,Medium,2025-07-11T06:25:17.310706+00:00,2025-07-24T06:25:17.310706+00:00
TKT-000596,CUST-00434,PROD-005,Fee Dispute,Resolved,Medium,2025-10-07T04:26:12.600257+00:00,2025-10-09T04:26:12.600257+00:00
TKT-000597,CUST-00832,PROD-002,Transaction Dispute,Closed,High,2025-11-11T09:58:40.330538+00:00,2025-11-25T09:58:40.330538+00:00
TKT-000598,CUST-00462,PROD-010,Transaction Dispute,In Progress,High,2025-10-01T19:18:58.734617+00:00,
TKT-000599,CUST-00414,PROD-001,Card Replacement,Closed,Low,2026-04-05T11:23:04.855452+00:00,2026-04-07T11:23:04.855452+00:00
TKT-000600,CUST-00181,PROD-007,Transaction Dispute,In Progress,High,2025-07-31T00:15:45.150281+00:00,
TKT-000601,CUST-00212,PROD-004,Card Replacement,Closed,Medium,2026-01-06T05:37:43.365935+00:00,2026-01-14T05:37:43.365935+00:00
TKT-000602,CUST-00660,PROD-010,Transaction Dispute,Closed,High,2025-06-20T23:57:25.742495+00:00,2025-06-22T23:57:25.742495+00:00
TKT-000603,CUST-00680,PROD-001,Card Replacement,Closed,Critical,2025-11-10T18:54:11.802569+00:00,2025-11-18T18:54:11.802569+00:00
TKT-000604,CUST-00397,PROD-001,Transaction Dispute,Resolved,Medium,2025-05-26T09:18:04.688468+00:00,2025-05-31T09:18:04.688468+00:00
TKT-000605,CUST-00426,PROD-001,Login Issue,Closed,High,2025-10-15T05:57:03.312042+00:00,2025-10-29T05:57:03.312042+00:00
TKT-000606,CUST-00236,PROD-009,Account Inquiry,Closed,Critical,2025-05-03T13:28:46.691790+00:00,2025-05-15T13:28:46.691790+00:00
TKT-000607,CUST-00613,PROD-004,Login Issue,Closed,Critical,2025-10-26T04:43:39.407205+00:00,2025-11-07T04:43:39.407205+00:00
TKT-000608,CUST-00765,PROD-005,Account Inquiry,Closed,Low,2025-11-24T21:58:51.371942+00:00,2025-12-08T21:58:51.371942+00:00
TKT-000609,CUST-00151,PROD-003,Fee Dispute,Open,Critical,2026-03-28T03:22:57.856997+00:00,
TKT-000610,CUST-00960,PROD-007,Account Inquiry,Closed,High,2025-05-17T13:51:28.305775+00:00,2025-05-23T13:51:28.305775+00:00
TKT-000611,CUST-00589,PROD-001,Login Issue,Closed,Medium,2025-08-27T04:21:54.457829+00:00,2025-08-28T04:21:54.457829+00:00
TKT-000612,CUST-00782,PROD-001,Account Inquiry,Resolved,Medium,2025-07-19T04:00:16.194558+00:00,2025-07-21T04:00:16.194558+00:00
TKT-000613,CUST-00178,PROD-008,Card Replacement,Resolved,High,2025-04-18T08:04:16.330271+00:00,2025-04-23T08:04:16.330271+00:00
TKT-000614,CUST-00311,PROD-009,Account Inquiry,Closed,Low,2026-01-03T12:24:37.146289+00:00,2026-01-11T12:24:37.146289+00:00
TKT-000615,CUST-00092,PROD-005,Account Inquiry,In Progress,Critical,2026-03-09T03:50:56.092257+00:00,
TKT-000616,CUST-00569,PROD-005,Fee Dispute,Closed,Critical,2026-03-17T01:46:40.000648+00:00,2026-03-19T01:46:40.000648+00:00
TKT-000617,CUST-00820,PROD-004,Account Inquiry,Resolved,Critical,2025-08-05T23:00:42.985441+00:00,2025-08-12T23:00:42.985441+00:00
TKT-000618,CUST-00710,PROD-008,Transaction Dispute,Closed,Medium,2026-03-29T04:09:10.555272+00:00,2026-04-07T04:09:10.555272+00:00
TKT-000619,CUST-00932,PROD-008,Transaction Dispute,Closed,Critical,2025-07-16T08:08:44.930980+00:00,2025-07-28T08:08:44.930980+00:00
TKT-000620,CUST-00366,PROD-004,Login Issue,In Progress,High,2026-03-07T05:06:54.444752+00:00,
TKT-000621,CUST-00461,PROD-010,Fee Dispute,Closed,High,2026-02-01T07:54:23.720126+00:00,2026-02-15T07:54:23.720126+00:00
TKT-000622,CUST-00014,PROD-006,Transaction Dispute,Open,High,2025-06-11T05:02:42.566046+00:00,
TKT-000623,CUST-00323,PROD-008,Card Replacement,Closed,Medium,2025-06-01T18:27:32.056580+00:00,2025-06-06T18:27:32.056580+00:00
TKT-000624,CUST-00137,PROD-008,Transaction Dispute,Closed,High,2025-06-26T00:25:59.357285+00:00,2025-07-08T00:25:59.357285+00:00
TKT-000625,CUST-00940,PROD-009,Login Issue,Closed,High,2025-05-25T03:20:57.906581+00:00,2025-05-31T03:20:57.906581+00:00
TKT-000626,CUST-00946,PROD-008,Account Inquiry,Closed,Medium,2025-11-15T23:15:24.768463+00:00,2025-11-16T23:15:24.768463+00:00
TKT-000627,CUST-00511,PROD-002,Card Replacement,Closed,Medium,2026-01-20T14:52:40.755713+00:00,2026-02-02T14:52:40.755713+00:00
TKT-000628,CUST-00433,PROD-008,Login Issue,Closed,Medium,2025-08-11T13:40:24.296985+00:00,2025-08-16T13:40:24.296985+00:00
TKT-000629,CUST-00347,PROD-006,Transaction Dispute,Closed,Low,2025-04-21T04:56:05.544180+00:00,2025-04-24T04:56:05.544180+00:00
TKT-000630,CUST-00898,PROD-010,Fee Dispute,Resolved,Low,2025-09-27T04:39:09.685316+00:00,2025-10-06T04:39:09.685316+00:00
TKT-000631,CUST-00048,PROD-003,Login Issue,Closed,Medium,2025-11-09T13:55:33.465189+00:00,2025-11-22T13:55:33.465189+00:00
TKT-000632,CUST-00798,PROD-006,Card Replacement,Closed,High,2026-03-21T08:03:59.556437+00:00,2026-04-02T08:03:59.556437+00:00
TKT-000633,CUST-00303,PROD-002,Fee Dispute,Open,Critical,2026-01-24T05:48:27.435182+00:00,
TKT-000634,CUST-00510,PROD-007,Card Replacement,Resolved,Low,2025-10-26T15:46:20.945243+00:00,2025-11-04T15:46:20.945243+00:00
TKT-000635,CUST-00319,PROD-010,Fee Dispute,Closed,Low,2025-10-08T13:59:50.118844+00:00,2025-10-17T13:59:50.118844+00:00
TKT-000636,CUST-00366,PROD-006,Card Replacement,In Progress,Low,2025-07-31T01:58:09.500985+00:00,
TKT-000637,CUST-00848,PROD-004,Account Inquiry,Closed,Low,2025-04-23T11:56:07.338540+00:00,2025-05-07T11:56:07.338540+00:00
TKT-000638,CUST-00679,PROD-002,Login Issue,Resolved,Critical,2025-11-13T02:02:45.067263+00:00,2025-11-24T02:02:45.067263+00:00
TKT-000639,CUST-00334,PROD-008,Account Inquiry,Closed,Low,2026-04-04T02:27:07.839788+00:00,2026-04-15T02:27:07.839788+00:00
TKT-000640,CUST-00141,PROD-009,Fee Dispute,In Progress,Low,2025-10-14T21:11:28.299550+00:00,
TKT-000641,CUST-00218,PROD-008,Login Issue,Closed,High,2025-08-04T07:39:01.489503+00:00,2025-08-06T07:39:01.489503+00:00
TKT-000642,CUST-00858,PROD-009,Transaction Dispute,Closed,High,2026-03-04T12:32:48.611439+00:00,2026-03-13T12:32:48.611439+00:00
TKT-000643,CUST-00820,PROD-008,Login Issue,Closed,Medium,2026-03-25T15:17:22.869058+00:00,2026-04-08T15:17:22.869058+00:00
TKT-000644,CUST-00985,PROD-005,Fee Dispute,Resolved,Low,2025-11-03T05:59:24.720325+00:00,2025-11-17T05:59:24.720325+00:00
TKT-000645,CUST-00919,PROD-010,Fee Dispute,Closed,Medium,2025-12-30T22:49:11.307685+00:00,2026-01-12T22:49:11.307685+00:00
TKT-000646,CUST-00487,PROD-007,Card Replacement,Closed,Medium,2025-09-29T23:10:50.520577+00:00,2025-10-08T23:10:50.520577+00:00
TKT-000647,CUST-00585,PROD-005,Transaction Dispute,Closed,Low,2025-10-24T01:37:03.117820+00:00,2025-11-05T01:37:03.117820+00:00
TKT-000648,CUST-00188,PROD-010,Account Inquiry,Closed,High,2026-01-14T11:35:48.785728+00:00,2026-01-21T11:35:48.785728+00:00
TKT-000649,CUST-00707,PROD-006,Login Issue,Closed,High,2025-12-24T07:16:38.584805+00:00,2025-12-27T07:16:38.584805+00:00
TKT-000650,CUST-00315,PROD-003,Account Inquiry,Closed,Medium,2025-08-30T19:52:12.195686+00:00,2025-09-11T19:52:12.195686+00:00
TKT-000651,CUST-00652,PROD-009,Account Inquiry,Closed,High,2025-09-01T14:09:15.832451+00:00,2025-09-09T14:09:15.832451+00:00
TKT-000652,CUST-00868,PROD-001,Account Inquiry,Closed,Critical,2026-03-17T22:42:12.759135+00:00,2026-03-22T22:42:12.759135+00:00
TKT-000653,CUST-00678,PROD-004,Fee Dispute,Resolved,Medium,2025-12-17T06:37:04.632429+00:00,2025-12-21T06:37:04.632429+00:00
TKT-000654,CUST-00069,PROD-006,Transaction Dispute,Closed,Low,2025-04-19T04:05:25.957353+00:00,2025-04-24T04:05:25.957353+00:00
TKT-000655,CUST-00011,PROD-001,Transaction Dispute,Closed,Critical,2025-09-17T06:33:35.154337+00:00,2025-09-27T06:33:35.154337+00:00
TKT-000656,CUST-00151,PROD-006,Account Inquiry,In Progress,Low,2025-04-10T06:32:29.269824+00:00,
TKT-000657,CUST-00158,PROD-007,Account Inquiry,Closed,Medium,2025-12-26T04:11:38.764126+00:00,2026-01-07T04:11:38.764126+00:00
TKT-000658,CUST-00044,PROD-008,Account Inquiry,Closed,High,2025-04-13T22:34:47.577026+00:00,2025-04-19T22:34:47.577026+00:00
TKT-000659,CUST-00811,PROD-007,Transaction Dispute,Resolved,Medium,2025-09-21T05:56:08.266719+00:00,2025-10-04T05:56:08.266719+00:00
TKT-000660,CUST-00105,PROD-005,Transaction Dispute,Open,Medium,2026-03-31T01:13:38.501078+00:00,
TKT-000661,CUST-00603,PROD-009,Login Issue,Closed,Medium,2025-06-07T09:53:55.546951+00:00,2025-06-16T09:53:55.546951+00:00
TKT-000662,CUST-00053,PROD-006,Transaction Dispute,Resolved,Medium,2026-03-05T10:56:35.116065+00:00,2026-03-11T10:56:35.116065+00:00
TKT-000663,CUST-00674,PROD-004,Fee Dispute,In Progress,Low,2025-12-01T23:54:16.961786+00:00,
TKT-000664,CUST-00130,PROD-007,Login Issue,Open,Medium,2025-07-18T00:00:42.843966+00:00,
TKT-000665,CUST-00062,PROD-010,Fee Dispute,Closed,High,2025-12-03T02:36:44.680601+00:00,2025-12-13T02:36:44.680601+00:00
TKT-000666,CUST-00015,PROD-010,Account Inquiry,Closed,High,2026-01-28T07:51:24.370729+00:00,2026-02-09T07:51:24.370729+00:00
TKT-000667,CUST-00663,PROD-005,Fee Dispute,Closed,Low,2025-08-05T20:25:56.027436+00:00,2025-08-16T20:25:56.027436+00:00
TKT-000668,CUST-00407,PROD-009,Transaction Dispute,Resolved,Medium,2026-03-24T09:35:32.311825+00:00,2026-04-02T09:35:32.311825+00:00
TKT-000669,CUST-00336,PROD-006,Login Issue,Closed,Medium,2026-01-03T06:48:41.615434+00:00,2026-01-09T06:48:41.615434+00:00
TKT-000670,CUST-00624,PROD-007,Login Issue,Closed,Medium,2025-11-11T00:44:37.255116+00:00,2025-11-25T00:44:37.255116+00:00
TKT-000671,CUST-00527,PROD-001,Account Inquiry,Open,Medium,2025-06-28T12:34:19.208484+00:00,
TKT-000672,CUST-00432,PROD-005,Transaction Dispute,Resolved,High,2026-01-05T05:40:45.298525+00:00,2026-01-10T05:40:45.298525+00:00
TKT-000673,CUST-00094,PROD-008,Login Issue,Closed,Medium,2026-02-20T10:10:29.828903+00:00,2026-02-25T10:10:29.828903+00:00
TKT-000674,CUST-00263,PROD-001,Account Inquiry,Resolved,Critical,2025-06-02T06:51:38.415929+00:00,2025-06-13T06:51:38.415929+00:00
TKT-000675,CUST-00850,PROD-009,Transaction Dispute,Resolved,Low,2025-05-23T04:40:56.295787+00:00,2025-06-05T04:40:56.295787+00:00
TKT-000676,CUST-00904,PROD-003,Account Inquiry,Resolved,Low,2025-09-11T00:47:32.483434+00:00,2025-09-25T00:47:32.483434+00:00
TKT-000677,CUST-00208,PROD-007,Login Issue,Closed,Low,2025-07-26T23:16:44.960225+00:00,2025-08-09T23:16:44.960225+00:00
TKT-000678,CUST-00737,PROD-002,Login Issue,Closed,High,2025-12-01T21:02:17.349516+00:00,2025-12-12T21:02:17.349516+00:00
TKT-000679,CUST-00880,PROD-004,Card Replacement,Closed,Critical,2026-02-17T12:38:47.242361+00:00,2026-02-22T12:38:47.242361+00:00
TKT-000680,CUST-00845,PROD-003,Fee Dispute,Resolved,Medium,2025-10-16T07:39:03.733944+00:00,2025-10-28T07:39:03.733944+00:00
TKT-000681,CUST-00676,PROD-001,Login Issue,Resolved,Critical,2025-12-18T08:14:40.507474+00:00,2025-12-21T08:14:40.507474+00:00
TKT-000682,CUST-00939,PROD-004,Transaction Dispute,Open,Medium,2025-06-21T22:40:29.688748+00:00,
TKT-000683,CUST-00867,PROD-004,Login Issue,Closed,High,2026-01-13T02:20:38.792982+00:00,2026-01-17T02:20:38.792982+00:00
TKT-000684,CUST-00568,PROD-002,Fee Dispute,Resolved,Critical,2026-03-16T16:17:12.118600+00:00,2026-03-29T16:17:12.118600+00:00
TKT-000685,CUST-00397,PROD-005,Fee Dispute,Open,High,2025-10-22T20:36:06.600036+00:00,
TKT-000686,CUST-00496,PROD-004,Transaction Dispute,Resolved,High,2025-10-25T14:32:11.532198+00:00,2025-10-27T14:32:11.532198+00:00
TKT-000687,CUST-00601,PROD-002,Card Replacement,Open,Critical,2025-07-10T16:48:19.404415+00:00,
TKT-000688,CUST-00573,PROD-001,Account Inquiry,Closed,Medium,2025-10-23T22:02:05.204235+00:00,2025-10-28T22:02:05.204235+00:00
TKT-000689,CUST-00431,PROD-003,Fee Dispute,Closed,Low,2025-11-04T12:35:47.850776+00:00,2025-11-16T12:35:47.850776+00:00
TKT-000690,CUST-00893,PROD-004,Login Issue,Closed,Medium,2026-01-10T00:19:55.901504+00:00,2026-01-18T00:19:55.901504+00:00
TKT-000691,CUST-00210,PROD-010,Card Replacement,Closed,Critical,2025-06-16T03:17:19.756212+00:00,2025-06-22T03:17:19.756212+00:00
TKT-000692,CUST-00829,PROD-005,Transaction Dispute,Closed,High,2025-05-28T00:15:26.331897+00:00,2025-06-02T00:15:26.331897+00:00
TKT-000693,CUST-00340,PROD-010,Card Replacement,Closed,Low,2026-03-31T00:26:03.231930+00:00,2026-04-01T00:26:03.231930+00:00
TKT-000694,CUST-00715,PROD-001,Card Replacement,Closed,High,2026-01-26T06:59:05.121076+00:00,2026-02-05T06:59:05.121076+00:00
TKT-000695,CUST-00393,PROD-006,Fee Dispute,Closed,Low,2025-07-11T06:47:39.106380+00:00,2025-07-19T06:47:39.106380+00:00
TKT-000696,CUST-00309,PROD-010,Card Replacement,Closed,High,2025-11-14T02:28:48.996170+00:00,2025-11-15T02:28:48.996170+00:00
TKT-000697,CUST-00587,PROD-008,Account Inquiry,Resolved,Low,2025-12-30T18:19:50.436463+00:00,2026-01-07T18:19:50.436463+00:00
TKT-000698,CUST-00203,PROD-010,Transaction Dispute,Closed,Medium,2025-04-07T06:42:36.532721+00:00,2025-04-16T06:42:36.532721+00:00
TKT-000699,CUST-00247,PROD-003,Card Replacement,Closed,Low,2026-03-23T17:19:37.184105+00:00,2026-04-02T17:19:37.184105+00:00
TKT-000700,CUST-00002,PROD-002,Transaction Dispute,Resolved,Medium,2025-05-20T09:12:59.278596+00:00,2025-06-01T09:12:59.278596+00:00
TKT-000701,CUST-00581,PROD-001,Transaction Dispute,Closed,Critical,2025-06-16T18:35:08.290990+00:00,2025-06-23T18:35:08.290990+00:00
TKT-000702,CUST-00845,PROD-004,Account Inquiry,Closed,Critical,2025-05-23T08:05:02.720230+00:00,2025-05-29T08:05:02.720230+00:00
TKT-000703,CUST-00372,PROD-009,Card Replacement,In Progress,High,2025-11-26T13:41:55.168712+00:00,
TKT-000704,CUST-00068,PROD-006,Fee Dispute,Open,Critical,2025-11-24T09:30:02.251166+00:00,
TKT-000705,CUST-00693,PROD-003,Transaction Dispute,In Progress,High,2026-02-02T07:01:52.524451+00:00,
TKT-000706,CUST-00966,PROD-006,Account Inquiry,Closed,Low,2025-05-11T07:51:42.723517+00:00,2025-05-19T07:51:42.723517+00:00
TKT-000707,CUST-00554,PROD-003,Login Issue,Closed,Low,2025-05-07T08:26:30.283637+00:00,2025-05-17T08:26:30.283637+00:00
TKT-000708,CUST-00173,PROD-003,Card Replacement,Closed,Medium,2025-10-18T05:17:37.336326+00:00,2025-10-24T05:17:37.336326+00:00
TKT-000709,CUST-00121,PROD-007,Transaction Dispute,Resolved,Critical,2025-12-23T08:13:27.118951+00:00,2026-01-06T08:13:27.118951+00:00
TKT-000710,CUST-00552,PROD-008,Account Inquiry,Closed,High,2025-05-03T22:29:30.862512+00:00,2025-05-04T22:29:30.862512+00:00
TKT-000711,CUST-00309,PROD-010,Login Issue,Resolved,Medium,2025-11-04T23:55:34.807222+00:00,2025-11-09T23:55:34.807222+00:00
TKT-000712,CUST-00279,PROD-003,Account Inquiry,Resolved,High,2026-03-12T22:45:26.740916+00:00,2026-03-14T22:45:26.740916+00:00
TKT-000713,CUST-00147,PROD-010,Fee Dispute,Closed,High,2025-10-13T00:11:29.664609+00:00,2025-10-23T00:11:29.664609+00:00
TKT-000714,CUST-00363,PROD-006,Transaction Dispute,Closed,High,2025-11-12T18:36:34.677423+00:00,2025-11-19T18:36:34.677423+00:00
TKT-000715,CUST-00842,PROD-010,Card Replacement,Closed,Critical,2025-07-22T22:03:04.382700+00:00,2025-07-31T22:03:04.382700+00:00
TKT-000716,CUST-00133,PROD-003,Fee Dispute,Resolved,High,2026-03-20T14:03:50.680466+00:00,2026-03-25T14:03:50.680466+00:00
TKT-000717,CUST-00861,PROD-003,Fee Dispute,Closed,Critical,2026-04-03T21:00:04.620227+00:00,2026-04-13T21:00:04.620227+00:00
TKT-000718,CUST-00434,PROD-009,Login Issue,Resolved,Low,2025-06-02T10:49:03.479012+00:00,2025-06-05T10:49:03.479012+00:00
TKT-000719,CUST-00376,PROD-003,Login Issue,Closed,Low,2025-12-18T00:09:04.622719+00:00,2025-12-24T00:09:04.622719+00:00
TKT-000720,CUST-00613,PROD-007,Account Inquiry,Resolved,Medium,2025-09-01T07:34:12.423395+00:00,2025-09-02T07:34:12.423395+00:00
TKT-000721,CUST-00350,PROD-005,Card Replacement,In Progress,Low,2026-02-09T03:30:46.220158+00:00,
TKT-000722,CUST-00098,PROD-003,Transaction Dispute,Resolved,Critical,2025-06-13T13:11:48.790840+00:00,2025-06-20T13:11:48.790840+00:00
TKT-000723,CUST-00146,PROD-007,Card Replacement,In Progress,Low,2026-02-17T08:39:31.540413+00:00,
TKT-000724,CUST-00828,PROD-010,Account Inquiry,Resolved,High,2025-07-13T03:02:42.847903+00:00,2025-07-23T03:02:42.847903+00:00
TKT-000725,CUST-00356,PROD-003,Card Replacement,Closed,Medium,2025-09-29T14:38:19.945379+00:00,2025-10-03T14:38:19.945379+00:00
